100	1305941	8126517476	2013-03-15
100	1305941	1532821344	2013-03-15
100	1305941	1852421177	2013-03-15
100	1305941	0521764580	2013-03-15
101	2166061	8415996470	2012-07-16
101	2166061	8851520003	2012-07-16
101	2166061	8497405412	2012-07-16
101	2166061	842047505X	2012-07-16
101	2166061	0812222156	2012-07-16
101	2166061	2930402318	2012-07-16
102	1118691	1405353104	2013-12-02
102	1118691	1154852962	2013-12-02
102	1118691	8481645095	2013-12-02
102	1118691	063113106X	2013-12-02
102	1118691	1906838313	2013-12-02
102	1118691	0559052049	2013-12-02
103	118203	1141105578	2015-04-09
103	118203	8478950737	2015-04-09
103	118203	8473170741	2015-04-09
103	118203	1539017842	2015-04-09
103	118203	3442725070	2015-04-09
103	118203	1403917299	2015-04-09
103	118203	0262527340	2015-04-09
103	118203	1536807605	2015-04-09
104	1468801	1171916035	2015-07-17
104	1468801	8373199438	2015-07-17
104	1468801	8466324607	2015-07-17
104	1468801	3442721938	2015-07-17
104	1468801	1551642611	2015-07-17
104	1468801	1841504637	2015-07-17
105	1636821	8467041102	2013-11-08
105	1636821	8498973430	2013-11-08
105	1636821	8466326561	2013-11-08
105	1636821	1141105578	2013-11-08
105	1636821	156584775X	2013-11-08
105	1636821	3668265046	2013-11-08
106	33423	1171916035	2015-01-12
106	33423	8466328467	2015-01-12
106	33423	8425304032	2015-01-12
106	33423	1608463311	2015-01-12
106	33423	9781405884426	2015-01-12
106	33423	1235080714	2015-01-12
106	33423	1330776380	2015-01-12
107	36823	1565843975	2015-04-01
107	36823	0241203414	2015-04-01
107	36823	2211069711	2015-04-01
107	36823	8817074667	2015-04-01
107	36823	8437632099	2015-04-01
107	36823	0812222156	2015-04-01
107	36823	111183914X	2015-04-01
108	731573	2266261541	2015-07-09
108	731573	1500719234	2015-07-09
109	1018421	1433124475	2012-06-01
110	532923	1296221849	2012-10-29
111	43593	9870414567	2016-11-03
111	43593	8481645095	2016-11-03
112	43593	1783190442	2015-07-03
112	43593	0887845746	2015-07-03
112	43593	074569621X	2015-07-03
112	43593	0714846031	2015-07-03
112	43593	8466320636	2015-07-03
112	43593	8466320385	2015-07-03
112	43593	0415153131	2015-07-03
112	43593	9876025384	2015-07-03
113	34713	8499677916	2015-01-01
113	34713	1329977912	2015-01-01
114	4188111	8425304032	2015-08-17
114	4188111	1533011869	2015-08-17
114	4188111	0241954290	2015-08-17
114	4188111	0801815452	2015-08-17
114	4188111	0262029855	2015-08-17
114	4188111	8466328459	2015-08-17
114	4188111	8493486272	2015-08-17
114	4188111	149748765X	2015-08-17
114	4188111	1537389467	2015-08-17
115	12	1414201737	2012-11-23
116	2426	1589770439	2014-09-08
117	1303691	1482035030	2015-05-25
117	1303691	1902593359	2015-05-25
117	1303691	0631200215	2015-05-25
117	1303691	0753824337	2015-05-25
117	1303691	0753826933	2015-05-25
117	1303691	8373197451	2015-05-25
117	1303691	8416418799	2015-05-25
117	1303691	1876175133	2015-05-25
118	860551	8433848070	2015-05-03
118	860551	3442725070	2015-05-03
118	860551	2080812610	2015-05-03
118	860551	0262530708	2015-05-03
118	860551	158871277X	2015-05-03
118	860551	1586633953	2015-05-03
118	860551	9061126606	2015-05-03
118	860551	0992245338	2015-05-03
119	657863	9061125170	2012-02-21
119	657863	8425304032	2012-02-21
119	657863	1481920693	2012-02-21
119	657863	1296221849	2012-02-21
119	657863	1137000678	2012-02-21
119	657863	0554081644	2012-02-21
119	657863	1608464245	2012-02-21
119	657863	1500719234	2012-02-21
120	1672601	8415310110	2013-01-17
120	1672601	0691157804	2013-01-17
121	2890961	8420469432	2013-03-15
122	1491981	1346322732	2016-01-27
123	1491981	129732823X	2012-10-08
124	914061	0801852420	2012-10-05
124	914061	8466307281	2012-10-05
124	914061	8467016906	2012-10-05
124	914061	1551640023	2012-10-05
124	914061	0140288708	2012-10-05
124	914061	2020961296	2012-10-05
124	914061	1781383146	2012-10-05
124	914061	1515121771	2012-10-05
125	767909	8466328459	2015-05-30
126	113963	0828868964	2014-07-03
126	113963	3828893651	2014-07-03
126	113963	950511611X	2014-07-03
126	113963	1167251792	2014-07-03
126	113963	1405345829	2014-07-03
126	113963	8492759801	2014-07-03
126	113963	0801815452	2014-07-03
126	113963	019871517X	2014-07-03
127	20	0851247903	2013-10-25
127	20	151162115X	2013-10-25
127	20	8416838070	2013-10-25
127	20	0521764580	2013-10-25
127	20	1536809764	2013-10-25
127	20	8490626626	2013-10-25
128	783214	8491050442	2016-06-27
128	783214	1536884103	2016-06-27
128	783214	1614278040	2016-06-27
128	783214	8466320555	2016-06-27
128	783214	8884514819	2016-06-27
128	783214	1297134788	2016-06-27
128	783214	1247691721	2016-06-27
128	783214	0231177410	2016-06-27
129	784165	8429445595	2012-11-11
129	784165	0554075458	2012-11-11
129	784165	1782224122	2012-11-11
129	784165	2253076252	2012-11-11
130	1118691	0241980089	2012-01-19
130	1118691	0816188254	2012-01-19
130	1118691	8466328505	2012-01-19
130	1118691	1841504637	2012-01-19
131	12741	987042175X	2014-01-29
131	12741	8416418799	2014-01-29
132	3475	0241203414	2012-07-22
132	3475	0099448599	2012-07-22
132	3475	153680777X	2012-07-22
133	33423	9061127289	2012-05-29
133	33423	8374955635	2012-05-29
133	33423	1536950130	2012-05-29
133	33423	0415167914	2012-05-29
133	33423	1514389053	2012-05-29
134	1000591	9870409067	2016-07-17
134	1000591	3442737214	2016-07-17
134	1000591	9722322028	2016-07-17
134	1000591	1536950130	2016-07-17
134	1000591	2709613980	2016-07-17
134	1000591	1634594703	2016-07-17
134	1000591	9491297910	2016-07-17
134	1000591	071367587X	2016-07-17
135	1468801	8437622867	2013-05-21
135	1468801	1841504637	2013-05-21
135	1468801	151162115X	2013-05-21
135	1468801	837319925X	2013-05-21
136	657863	8373193561	2012-07-28
136	657863	0415153131	2012-07-28
136	657863	0452297303	2012-07-28
136	657863	1346305560	2012-07-28
136	657863	1107667895	2012-07-28
137	33423	1143796233	2014-07-07
137	33423	152328045X	2014-07-07
137	33423	1409443809	2014-07-07
137	33423	8374957387	2014-07-07
138	13116	0231177410	2015-05-27
138	13116	3423144696	2015-05-27
138	13116	8492759801	2015-05-27
138	13116	0521144655	2015-05-27
138	13116	1525215663	2015-05-27
138	13116	1612051820	2015-05-27
138	13116	156584775X	2015-05-27
139	36823	0140288708	2014-08-18
139	36823	1534678697	2014-08-18
139	36823	1138206709	2014-08-18
139	36823	1535532858	2014-08-18
139	36823	8884514819	2014-08-18
139	36823	8420481793	2014-08-18
139	36823	8499677916	2014-08-18
139	36823	8466324607	2014-08-18
140	2384071	8416075980	2014-03-15
140	2384071	1537648381	2014-03-15
141	10191	1534678697	2012-06-23
141	10191	023116842X	2012-06-23
141	10191	1860463533	2012-06-23
141	10191	8466320385	2012-06-23
142	808627	8420467170	2015-02-10
142	808627	8497403738	2015-02-10
142	808627	8372000557	2015-02-10
142	808627	124694278X	2015-02-10
142	808627	8490626642	2015-02-10
142	808627	8491051643	2015-02-10
142	808627	1420949721	2015-02-10
143	10367	8437622867	2012-08-16
144	860551	2895962308	2014-01-19
144	860551	0141182253	2014-01-19
144	860551	0452297303	2014-01-19
144	860551	1609804546	2014-01-19
145	3080761	8437602211	2014-02-07
145	3080761	0896081001	2014-02-07
145	3080761	8497598016	2014-02-07
145	3080761	1409443809	2014-02-07
145	3080761	3897710609	2014-02-07
145	3080761	193438917X	2014-02-07
145	3080761	0554075105	2014-02-07
146	1183041	0415206634	2013-01-16
146	1183041	8420481793	2013-01-16
146	1183041	8420467170	2013-01-16
147	683203	1294280953	2016-07-26
147	683203	0559052111	2016-07-26
147	683203	1247691721	2016-07-26
147	683203	1360746617	2016-07-26
147	683203	0500010935	2016-07-26
147	683203	0812222156	2016-07-26
147	683203	2895962308	2016-07-26
147	683203	1171960913	2016-07-26
148	804775	8856502119	2016-07-05
148	804775	1332573967	2016-07-05
148	804775	1476751986	2016-07-05
148	804775	0631166211	2016-07-05
148	804775	1361471344	2016-07-05
148	804775	8377580888	2016-07-05
149	1344951	8416838070	2013-10-11
149	1344951	1589770498	2013-10-11
149	1344951	1893010287	2013-10-11
150	89673	2266261541	2013-07-21
150	89673	1534917349	2013-07-21
150	89673	950511611X	2013-07-21
150	89673	0893817767	2013-07-21
150	89673	1405353104	2013-07-21
150	89673	8420428213	2013-07-21
151	10203	0394721861	2013-12-22
152	1049021	8496304442	2016-11-18
152	1049021	1278200096	2016-11-18
152	1049021	0745335489	2016-11-18
152	1049021	1332573967	2016-11-18
152	1049021	3540048278	2016-11-18
152	1049021	2748900375	2016-11-18
153	10191	8851522308	2012-09-15
153	10191	1586633953	2012-09-15
153	10191	1167251792	2012-09-15
153	10191	0710004389	2012-09-15
154	765548	8493914339	2012-01-20
154	765548	0415167914	2012-01-20
155	1183041	1539101614	2015-06-18
156	2649721	1533011869	2015-07-16
156	2649721	1530377382	2015-07-16
156	2649721	9870400183	2015-07-16
156	2649721	1365097161	2015-07-16
156	2649721	0719082307	2015-07-16
156	2649721	1843910659	2015-07-16
157	2314721	8466323627	2015-09-05
157	2314721	1852421177	2015-09-05
157	2314721	0486420922	2015-09-05
157	2314721	1515121771	2015-09-05
157	2314721	842047505X	2015-09-05
157	2314721	2070383571	2015-09-05
157	2314721	8490628343	2015-09-05
157	2314721	1420949705	2015-09-05
158	683203	202067985X	2012-12-20
159	814304	8493696145	2016-08-19
159	814304	153912472X	2016-08-19
159	814304	0571288529	2016-08-19
159	814304	9061123097	2016-08-19
160	34713	8497403541	2013-10-01
161	1018421	024197352X	2015-06-05
161	1018421	8437633680	2015-06-05
161	1018421	1844672573	2015-06-05
161	1018421	0199593558	2015-06-05
161	1018421	1594390266	2015-06-05
161	1018421	1434691926	2015-06-05
162	779853	1329988167	2013-09-12
162	779853	843760446X	2013-09-12
162	779853	3198924375	2013-09-12
162	779853	1297414284	2013-09-12
162	779853	1507829469	2013-09-12
162	779853	8884511542	2013-09-12
162	779853	0452296501	2013-09-12
163	2649721	1149359463	2015-05-10
163	2649721	8501106720	2015-05-10
163	2649721	031334339X	2015-05-10
163	2649721	1539057828	2015-05-10
163	2649721	8420428213	2015-05-10
163	2649721	8496304442	2015-05-10
163	2649721	8432243221	2015-05-10
163	2649721	0141182598	2015-05-10
164	755431	8498972833	2015-06-09
164	755431	1843922282	2015-06-09
164	755431	8466328505	2015-06-09
165	11900	8535901248	2014-09-23
165	11900	0801815452	2014-09-23
165	11900	1346322732	2014-09-23
165	11900	3668265046	2014-09-23
165	11900	0812222156	2014-09-23
166	30923	8501402761	2014-08-17
166	30923	1115056808	2014-08-17
166	30923	1258766078	2014-08-17
166	30923	8466326561	2014-08-17
166	30923	0262530201	2014-08-17
167	3475	8468025380	2013-02-05
167	3475	1275197248	2013-02-05
167	3475	1143796233	2013-02-05
167	3475	9870414567	2013-02-05
167	3475	1409443809	2013-02-05
167	3475	8843805789	2013-02-05
167	3475	1537648381	2013-02-05
168	2426	174059780X	2015-03-15
168	2426	202067985X	2015-03-15
168	2426	0297852469	2015-03-15
168	2426	1844370011	2015-03-15
168	2426	8374956402	2015-03-15
169	648873	2930402202	2013-09-08
170	612473	0300198647	2013-01-21
170	612473	1142545679	2013-01-21
170	612473	1536961590	2013-01-21
170	612473	1634595513	2013-01-21
170	612473	0140288708	2013-01-21
170	612473	2020979659	2013-01-21
170	612473	1537166727	2013-01-21
171	2166061	1476751986	2012-08-21
171	2166061	1906838313	2012-08-21
171	2166061	8437600758	2012-08-21
172	12528	0822322188	2013-12-28
172	12528	152328045X	2013-12-28
172	12528	1275197248	2013-12-28
173	3176751	1855662671	2015-02-17
173	3176751	3442733545	2015-02-17
173	3176751	0415153131	2015-02-17
173	3176751	1517051096	2015-02-17
173	3176751	8853009268	2015-02-17
173	3176751	0710004389	2015-02-17
173	3176751	1360746617	2015-02-17
174	13116	1143796233	2013-08-23
174	13116	1567513441	2013-08-23
174	13116	055407527X	2013-08-23
174	13116	8466320601	2013-08-23
175	532923	0241980089	2012-08-11
175	532923	1530486130	2012-08-11
175	532923	1535256702	2012-08-11
175	532923	1333709617	2012-08-11
175	532923	1536956422	2012-08-11
175	532923	3650401606	2012-08-11
175	532923	3937683607	2012-08-11
176	10203	1539138143	2013-05-23
176	10203	2910557049	2013-05-23
176	10203	1104001527	2013-05-23
176	10203	1279738766	2013-05-23
176	10203	906112509X	2013-05-23
176	10203	153037734X	2013-05-23
176	10203	8535901248	2013-05-23
176	10203	1258766078	2013-05-23
176	10203	8533606796	2013-05-23
177	25993	1536807605	2015-07-18
177	25993	8408010387	2015-07-18
177	25993	8467041102	2015-07-18
177	25993	1539370674	2015-07-18
177	25993	2020979659	2015-07-18
177	25993	8421622951	2015-07-18
178	809685	0262034247	2014-01-15
178	809685	0714846031	2014-01-15
178	809685	1142808629	2014-01-15
178	809685	8420610267	2014-01-15
178	809685	1507817428	2014-01-15
178	809685	9870409067	2014-01-15
178	809685	8467016906	2014-01-15
178	809685	8437633680	2014-01-15
179	1049021	2020961296	2012-11-10
180	767909	0948230568	2015-05-31
181	11900	1482035030	2013-04-08
181	11900	9681904966	2013-04-08
181	11900	0486451526	2013-04-08
181	11900	2897192453	2013-04-08
181	11900	3442734312	2013-04-08
181	11900	2020339978	2013-04-08
182	1049021	0812060202	2016-07-24
182	1049021	8817074667	2016-07-24
182	1049021	849897254X	2016-07-24
182	1049021	0719082307	2016-07-24
182	1049021	1332573967	2016-07-24
183	784165	0141029722	2013-12-15
183	784165	0559052049	2013-12-15
183	784165	1137000678	2013-12-15
183	784165	1859843778	2013-12-15
183	784165	1523458003	2013-12-15
183	784165	8433848070	2013-12-15
183	784165	3518586947	2013-12-15
184	2426	1539017842	2013-03-11
184	2426	1533011869	2013-03-11
184	2426	8853607807	2013-03-11
184	2426	124630354X	2013-03-11
184	2426	1276917635	2013-03-11
184	2426	1583676058	2013-03-11
184	2426	0262528827	2013-03-11
185	648873	8466369945	2014-03-17
186	30923	0521115582	2015-06-29
186	30923	1936599325	2015-06-29
186	30923	1530452635	2015-06-29
186	30923	843760446X	2015-06-29
186	30923	1539166961	2015-06-29
186	30923	1482035030	2015-06-29
186	30923	8478950737	2015-06-29
186	30923	8466328491	2015-06-29
187	731573	1783190442	2015-03-10
188	648873	0241204224	2016-09-23
188	648873	1551640023	2016-09-23
188	648873	3442734312	2016-09-23
188	648873	0670019119	2016-09-23
188	648873	8861454259	2016-09-23
188	648873	9870414567	2016-09-23
188	648873	1609804546	2016-09-23
188	648873	8377582287	2016-09-23
189	89673	1539370674	2015-03-01
189	89673	3518466585	2015-03-01
189	89673	193438917X	2015-03-01
189	89673	8437622158	2015-03-01
189	89673	1933633832	2015-03-01
189	89673	0262527340	2015-03-01
189	89673	0812222156	2015-03-01
189	89673	8420482803	2015-03-01
189	89673	2895962308	2015-03-01
190	635543	1589770498	2013-07-12
190	635543	1273798325	2013-07-12
190	635543	0199123446	2013-07-12
190	635543	8432243221	2013-07-12
190	635543	1535532858	2013-07-12
190	635543	1361471344	2013-07-12
190	635543	1902593693	2013-07-12
191	3204511	0262034247	2015-07-11
192	12830	1566561280	2016-10-14
192	12830	8420482838	2016-10-14
192	12830	271860929X	2016-10-14
192	12830	8466328491	2016-10-14
193	113963	8853607807	2014-05-14
193	113963	158977020X	2014-05-14
193	113963	1941999174	2014-05-14
193	113963	0198778538	2014-05-14
193	113963	074533234X	2014-05-14
193	113963	1330776380	2014-05-14
193	113963	1906838615	2014-05-14
193	113963	8126517476	2014-05-14
194	4188111	8490628343	2015-07-18
194	4188111	8497400658	2015-07-18
194	4188111	8856502119	2015-07-18
194	4188111	9870409067	2015-07-18
194	4188111	1537251252	2015-07-18
194	4188111	1536943010	2015-07-18
